"seq_mapped_to","a0001","a0002","a0003","a0011","a0021","a0027","a0028","a0035","a0041","a0056","a0057","a0070","a0165","a0173","a0175","a0178","a0179","a0184","a0192","a0193","a0195","a0201","a0213","a0240","a0254","a0255","a0303","a0318","a0332","a0349","a0369","a0393","a0394","a0405","a0408","a0423","a0470","a0472","a0476","a0478","a0511","a0512","a0516","a0581","a0624","a0681","a0682","a1206","a1208","a1231","a1233","a1245","a1261","a1300","a1308","a1310","a1320","a1389","a1397","a1401","a1403","a1406","a1458","a1465","a1487","a1528","a1529","a1530","a1551","a1576","a1588","a1589","a1626","a1660","a1661","a1662","a1664","a1665","a1670","a1678","a1679","a1683","a1698","a1705","a1708","a1767","a1782","a1818","a1827","a1852","a1864","a1866","a1867","a1873","a1889","a1899","a1970","a1994","a1995","a1996","a2010","a2017","a2052","a2058","a2086","aK562_1","aK562_2","aK562_3","aVIRUS1","aVIRUS2","aVIRUS3","aWATER1","aWATER2","aWATER3","aWATER4","aWATER5","d17_0013","d17_0034","d17_0113","d17_0131","d17_0145","d17_0149","d17_0160","d17_0180","d17_0183","d17_0188","d17_0203","d17_0212","d17_0245","d17_0246","d17_0260","d17_0263","d17_0271","d17_0279","d17_0368","d17_0379","d17_0383","d17_0404","d17_0411","d17_0416","d17_0454","d17_0466","d17_0473","d17_0480","d17_0493","d17_0510","d17_0525","d17_0541","d17_0555","d17_0596","d17_0599","d17_0610","d17_0656","d17_0659","d17_0715","d17_0731","d17_0744","d17_0772","d17_0774","d17_0828","d17_0877","d17_0890","d17_0898","d17_0917","d17_0928","d17_0986","d17_1005","d17_1006","d17_1008","d17_1015","d17_1032","d17_1034","d17_1038","d17_1065","d17_1067","d17_1076","d17_1081","d17_1084","d17_1087","d17_1095","d17_1130","d17_1132","d17_1136","d17_1137","d17_1144","d17_1188","d17_1249","d17_1268","d17_1316","d17_1326","d17_1341","d17_1348","d17_1378","d17_1422","d17_1428","d17_1435","d17_1445","d17_1502","d17_1506","d17_1537","d17_1555","d17_1594","d17_1603","d17_1609","d17_1618","d17_1620","d17_1634","d17_1638","d17_1666","d17_1667","d17_1701","d17_1704","d17_1708","d17_1720","d17_1829","d17_1874","d17_1877","d17_1907","d17_1926","d17_1931","d17_1935","d17_1988","d17_1992","d17_2000","d17_2012","d17_2015","d17_2017","d17_2018","d17_2019","d17_2020","d17_2024","d17_2032","d17_2033","d17_2051","d17_2056","d17_2063","d17_2071","d17_2072","d18_0020","d18_0024","d18_0026","d18_0030","d18_0031","d18_0033","d18_0036","d18_0038","d18_0039","d18_0046","d18_0048","d18_0051","d18_0052","d18_0053","d18_0055","d18_0059","d18_0062","d18_0064","d18_0065","d18_0068","d18_0069","d18_0071","d18_0072","d18_0073","d18_0075","d18_0079","d18_0081","d18_0087","d18_0088","d18_0089","d18_0094","d18_0097","d18_0099","d18_0101","d18_0104","d18_0120","d18_0121","d18_0124","d18_0125","d18_0128","d18_0130","d18_0137","d18_0142","d18_0143","d18_0154","d18_0155","d18_0156","d18_0157","d18_0159","d18_0160","d18_0162","d18_0166","d18_0174","d18_0181","d18_0188","d18_0191","d18_0198","d18_0202","d18_0204","d18_0205","d18_0209","d18_0210","d18_0211","d18_0212","d18_0229","d18_0230","d18_0235","d18_0245","d18_0256","d18_0264","d18_0266","d18_0267","d18_0271","d18_0274","d18_0389","d18_0392","d18_0406","d18_0410","d18_0417","d18_0471","d18_0475","d18_0480","d18_0482","d18_0541","d18_0576","d18_0582","d18_0583","d18_0591","d18_0592","d18_0593","d18_0594","d18_0596","d18_0609","d18_0611","d18_0634","d18_0635","d18_0637","d18_0645","d18_0647","d18_0650","d18_0651","d18_0652","d18_0654","d18_0657","d18_0658","d18_0661","d18_0662","d18_0664","d18_0668","d18_0670","d18_0671","d18_0672","d18_0674","d18_0675","d18_0678","d18_0680","d18_0683","d18_0688","d18_0691","d18_0692","d18_0701","d18_0702","d18_0703","d18_0705","d18_0707","d18_0708","d18_0709","d18_0724","d18_0738","d18_0749","d18_0751","d18_0758","d18_0760","d18_0774","d18_0782","d18_0786","d18_0790","d18_0791","d18_0792","d18_0796","d18_0797","d18_0801","d18_0808","d18_0815","d18_0816","d18_0829","d18_0841","d18_0849","d18_0850","d18_0852","d18_0855","d18_0857","d18_0859","d18_0865","d18_0879","d18_0881","d18_0884","d18_0890","d18_0907","d18_0909","d18_0917","d18_0926","d18_0932","d18_0934","d18_0941","d18_0943","d18_0944","d18_0945","d18_0948","d18_0952","d18_0954","d18_0959","d18_0963","d18_0967","d18_0968","d18_0971","d18_0973","d18_0975","d18_0985","d18_0986","d18_0987","d18_0990","d18_0993","d18_0998","d18_0999","d18_1000","d18_1004","d18_1006","d18_1007","d18_1008","d18_1010","d18_1024","d18_1025","d18_1026","d18_1038","d18_1043","d18_1055","d18_1058","d18_1078","d18_1079","d18_1081","d18_1084","d18_1085","d18_1086","d18_1098","d18_1107","d18_1109","d18_1116","d18_1118","d18_1125","d18_1126","d18_1128","d18_1129","d18_1134","d18_1137","d18_1139","d18_1140","d18_1143","d18_1158","d18_1176","d18_1177","d18_1179","d18_1180","d18_1192","d18_1195","d18_1201","d18_1210","d18_1228","d18_1230","d18_1252","d18_1255","d18_1256","d18_1257","d18_1262","d18_1263","d18_1266","d18_1270","d18_1271","d18_1275","d18_1278","d18_1281","d18_1284","d18_1286","d18_1314","d18_1316","d18_1318","d18_1326","d18_1333","d18_1339","d18_1340","d18_1361","d18_1375","d18_1381","d18_1392","d18_1393","d18_1400","d18_1405","d18_1407","d18_1408","d18_1411","d18_1413","d18_1415","d18_1421","d18_1423","d18_1431","d18_1437","d18_1443","d18_1453","d18_1463","d18_1464","d18_1467","d18_1481","d18_1493","d18_1505","d18_1507","d18_1509","d18_1513","d18_1520","d18_1522","d18_1524","d18_1545","d18_1548","d18_1556","d18_1560","d18_1572","d18_1573","d18_1577","d18_1578","d18_1604","d18_1643","d18_1650","d18_1666","d18_1720","d18_1727","d18_1754","d18_1764","d18_1801","d18_1804","d18_1829","d18_1830","d18_1831","d18_1832","d18_1848","d18_1849","d18_1850","d18_1855","d18_1880","d18_1890","d18_1894","d18_1917","d18_1919","d18_1928","d18_1930","d18_1936","d18_1937","d18_1939","d18_1950","d18_2004","d18_2021","d18_2059","d18_2101","dK562_01_180419","dK562_02_180406","dK562_02_180419","dK562_03_180419","dK562_04_180419","dK562_05_180601","dK562_06_180601","dK562_07_180601","dK562_08_180627","dK562_09_180627","dK562_10_180627","dK562_11_180627","dMAK_01_180419","dMAK_02_180419","dMAK_03_180419","dMAK_04_180419","dMAK_05_180601","dMAK_06_180601","dMAK_07_180601","dMAK_08_180627","dMAK_09_180627","dMAK_10_180627","dMAK_11_180627","dWATER_01_180419","dWATER_02_180419","dWATER_03_180419","dWATER_04_180419","dWATER_05_180406","dWATER_05_180419","dWATER_06_180419","dWATER_07_180419","dWATER_08_180419","dWATER_09_180419","dWATER_10_180601","dWATER_11_180601","dWATER_12_180601","dWATER_13_180601","dWATER_14_180601","dWATER_15_180601","dWATER_16_180627","dWATER_17_180627","dWATER_18_180627","dWATER_19_180627","dWATER_20_180627","dWATER_21_180627","dWATER_22_180627","dWATER_23_180627"
"ERCC-00002",1472706,8,2,0,10,2,11,12,26,22,14,19,1,15,10,19,18,21,29,22,21,1,2000586,17,0,13770,0,3,17,13,38,8,5,9,14,7,7,14,14,22,2,2,16,13,59,8,11,14,7,17,7,1,0,3,1319658,4,7,0,0,0,0,0,0,10,3,7,3,6,1,2,0,5,4,3,9,4,5,101953,2,0,7,1,6,1,2,5,4,2,0,1,0,38136,0,0,0,0,3,0,0,1,4,0,3,0,0,0,0,0,1464394,940426,0,2,3,3,3,0,20,21,1588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637918,18,16,2,25,0,0,0,2,3,1,1,0,0,0,0,4,0,0,0,6,4,2,2,144677,5,5,0,2,0,1,2,3,87,30,0,7,0,0,314894,6,3,7,2,7,1,1,3,0,0,0,0,40,34,51,0,0,0,0,7,1,8,2,4,4,1,6,2,0,336299,44,28,90,0,0,0,0,12,1,2,3,9,0,469629,28,0,43,4,9,54,0,0,0,0,0,0,3,1,0,8,2,0,42,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22580,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,7232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40172,147065,2,0,0,0,1,0,4,6,1,3,1,1,0,0,1,1,2,1,2,0,1,0,0,0,3,0,4,2,2,0,0,1,0,1,1,3,2,934130,0,1,1,0,1,0,1,0,1,0,1,0,0,655402,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,2626,0,0,0,1,0,0,3,0,0,0,0,1,3,2,0,0,0,2,1,0,0,2,1,0,1,0,1881380,3,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,2,1,0,0,1,0,1,2,0,0,0,0,0,0,0,9787,1,0,0,0,1,0,0,0,0,0,0,3,0,9898,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,1,2,0,2,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,4,2,1,1,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,1,0,0,1,0,0,11,1,3,0,0,0,1,0,0,2,0,0,0,0,1,0,3,15,0,6,1,1,10,0,0,1,0,1,1,2,1
"ERCC-00003",4,420154,0,0,3,0,3,7,15,9,5,9,4,9,5,8,6,12,9,11,8,0,10,884741,1,9,0,3,5,5,21,5,8,3,0,7,1,6,8,11,3,4,4,5,26,7,4,14,3,6,3,0,0,0,6,882623,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,34338,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,6,8,0,28344,0,0,0,0,0,1,2,1,0,0,0,0,0,0,15,508335,9,0,10,0,0,1,0,0,3,1,0,0,1,0,2,0,0,0,0,1,0,0,2,122363,4,0,0,0,0,0,1,13,9,1,2,0,0,1,36750,3,0,3,3,1,0,1,0,1,1,1,21,14,22,0,0,0,0,4,0,1,3,3,0,1,1,0,2,25,147351,17,34,0,0,0,0,0,1,0,0,10,0,2,70317,1,31,0,1,38,2,0,0,0,0,0,1,1,0,1,1,0,15,0,101679,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,605,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,295594,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,1,1,7401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97038,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8066,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,536043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3979,0,0,0,0,0,0,0,589,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,0,0,2,0,0,0,0,1,0,1,1,0,0
"ERCC-00004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00007",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00009",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00012",8,6,166905,0,8,2,4,9,8,17,8,10,4,11,0,2,13,14,14,11,9,1,16,3,1130300,20,0,1,3,2,14,5,2,4,10,2,3,4,8,13,5,5,6,8,20,4,4,4,1,9,7,2,1,2,8,2,583728,0,0,0,0,0,0,5,0,2,0,3,0,2,0,0,1,0,1,2,1,1,3,152627,0,0,4,0,0,2,0,0,0,0,0,0,0,79844,0,0,3,0,0,0,1,1,1,0,0,0,0,0,4,0,0,1,3,0,0,0,3,1,0,6,126332,0,0,0,0,6,7,2,0,0,0,0,0,0,7,5,223403,0,8,0,0,3,0,2,0,0,0,2,1,0,0,0,0,0,2,0,3,3,5,4,172540,1,0,0,0,0,1,22,4,0,1,0,0,15,2,190875,2,5,5,3,1,0,0,0,0,0,6,8,13,0,0,0,0,3,1,6,6,14,6,2,0,1,0,9,6,129600,17,0,0,0,0,2,1,3,4,9,2,3,1,8855,14,0,0,5,0,0,0,0,0,0,4,1,3,5,1,0,8,0,5,259132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,1,0,2,0,0,0,3,0,0,0,1,30687,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,2,2,0,0,0,0,6,3,1,0,0,2,0,5967,0,0,0,0,0,0,3,0,0,0,63669,0,0,0,0,1,0,0,0,46644,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,20798,0,0,0,0,0,0,4,0,0,0,1,0,0,0,887,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1978183,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,8483,0,10040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,3,0,4,0,1,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0,3,0,7,0,0,1,0,0,0,0,1
"ERCC-00013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
